nationality_name,overall
Portugal,68
Brazil,73
Senegal,78
Poland,52
Finland,63
Korea Republic,52
Korea Republic,48
Australia,51
Wales,53
England,62
Australia,50
England,61
Australia,52
England,51
Australia,68
Albania,74
Italy,72
Romania,65
France,73
New Zealand,51
Republic of Ireland,51
Spain,75
United States,50
Brazil,75
United States,68
Germany,69
China PR,48
France,83
India,48
Switzerland,50
Korea Republic,68
England,70
Portugal,74
Romania,72
China PR,63
Argentina,69
Spain,77
Italy,68
Italy,78
China PR,50
England,73
France,65
China PR,50
England,55
Mexico,64
Spain,73
England,70
Brazil,67
United States,74
Croatia,73
Netherlands,68
Argentina,70
England,66
Paraguay,70
Germany,69
Brazil,74
Spain,72
Argentina,71
England,63
Finland,69
United States,48
England,61
France,49
England,62
United States,64
Republic of Ireland,56
United States,69
Germany,67
Republic of Ireland,72
Tunisia,48
Argentina,72
Germany,77
Austria,73
Argentina,70
England,67
Germany,68
Spain,65
India,52
Romania,71
Switzerland,77
Finland,81
Poland,65
Germany,75
Slovakia,65
Lithuania,68
Brazil,70
Peru,61
United States,68
United States,72
Wales,70
Sweden,69
Switzerland,70
United States,69
Sweden,63
Brazil,75
Argentina,62
Finland,56
Spain,72
Argentina,64
Mali,72
Angola,71
Greece,68
Bolivia,63
Korea Republic,75
Ukraine,81
Argentina,64
Argentina,73
Spain,66
Netherlands,66
Argentina,68
Norway,68
Poland,77
Netherlands,65
England,68
England,60
Germany,68
United States,69
Argentina,64
Brazil,74
Korea Republic,51
Senegal,51
Sweden,70
Scotland,70
Mali,54
Portugal,72
China PR,49
Romania,74
Germany,67
Türkiye,69
Ecuador,61
France,66
England,67
Scotland,67
China PR,47
Italy,84
India,54
Czechia,75
France,74
Netherlands,75
Spain,73
Republic of Ireland,70
United States,66
Germany,71
China PR,50
Bolivia,64
Senegal,50
Brazil,68
Spain,69
Italy,67
Denmark,80
Argentina,69
Sweden,71
Republic of Ireland,65
India,53
France,64
Italy,69
Brazil,73
Germany,72
Republic of Ireland,50
Slovenia,73
England,61
Germany,67
England,70
Slovakia,61
Austria,71
Saudi Arabia,47
England,63
Sweden,67
Poland,66
China PR,49
Korea Republic,69
England,67
Türkiye,75
Korea Republic,50
Brazil,68
China PR,49
Denmark,66
England,62
Albania,68
Italy,70
Republic of Ireland,65
Türkiye,68
United States,66
Brazil,67
Argentina,73
Croatia,70
Venezuela,61
India,48
France,71
Poland,64
Korea Republic,48
China PR,49
France,73
Iceland,70
Denmark,71
Ghana,63
Korea Republic,49
Korea Republic,69
Spain,74
Germany,64
Norway,68
Georgia,84
England,59
Italy,66
India,66
Korea Republic,51
Venezuela,73
India,49
Argentina,68
Korea Republic,50
Türkiye,75
China PR,48
Haiti,69
France,68
Denmark,57
Germany,66
Norway,65
China PR,48
England,64
United States,68
Czechia,76
England,69
Italy,73
Spain,65
India,50
Wales,64
Germany,66
Japan,74
Denmark,71
England,63
Saudi Arabia,59
Italy,71
Spain,64
Finland,59
France,74
Saudi Arabia,62
Poland,79
Morocco,70
Northern Ireland,53
Greece,73
Italy,69
Finland,64
England,63
England,66
Argentina,65
Brazil,74
Chile,69
Republic of Ireland,55
Norway,65
Ukraine,64
England,66
Argentina,69
Korea Republic,63
Austria,71
Burkina Faso,62
England,63
Croatia,72
Czechia,71
Denmark,64
Ecuador,74
Spain,76
New Zealand,63
Brazil,67
Italy,81
Korea Republic,49
Portugal,69
Czechia,69
Germany,66
Portugal,65
Republic of Ireland,48
Saudi Arabia,72
Netherlands,71
Czechia,69
Chile,62
Italy,66
Republic of Ireland,60
Republic of Ireland,59
India,52
Poland,67
Germany,78
Australia,62
Germany,75
Republic of Ireland,60
Colombia,70
France,71
Brazil,67
Korea Republic,52
China PR,47
Bosnia and Herzegovina,70
Germany,73
China PR,47
Spain,75
Republic of Ireland,62
Senegal,65
China PR,63
Saudi Arabia,64
Sweden,69
Netherlands,56
Germany,68
Germany,64
Germany,75
Belgium,70
Denmark,67
Nigeria,74
Switzerland,61
Germany,66
Senegal,70
Belgium,68
North Macedonia,70
England,65
Argentina,70
Spain,76
Brazil,72
Denmark,64
Colombia,71
Brazil,70
Suriname,70
Portugal,66
Italy,62
Saudi Arabia,54
Cameroon,65
Italy,68
Italy,67
Brazil,67
Brazil,71
Brazil,67
Sweden,64
Belgium,70
Argentina,64
United States,50
Peru,63
Denmark,66
Italy,71
Republic of Ireland,57
China PR,48
Austria,67
Poland,65
Norway,62
Argentina,70
Netherlands,64
Netherlands,67
Germany,67
England,70
Colombia,70
Peru,69
Argentina,70
Republic of Ireland,66
Germany,67
England,60
Germany,64
Argentina,67
Bosnia and Herzegovina,77
England,61
Germany,63
Brazil,75
Netherlands,73
Argentina,71
Türkiye,69
China PR,48
England,62
Serbia,63
Senegal,70
Korea Republic,65
Sweden,70
England,73
France,70
Poland,65
Scotland,67
North Macedonia,66
China PR,66
Kosovo,71
Belgium,78
Australia,64
England,63
Canada,61
Belgium,65
Spain,73
England,58
Serbia,80
Brazil,80
Denmark,69
Iceland,67
Italy,67
France,66
Uruguay,64
United States,65
Brazil,67
Scotland,64
Switzerland,70
Argentina,64
Spain,65
Korea Republic,61
France,62
Uruguay,67
Germany,58
Czechia,75
Scotland,61
Ghana,67
Bolivia,62
United States,62
China PR,65
Romania,62
Senegal,70
Italy,60
Czechia,67
Denmark,66
Spain,67
China PR,59
Sweden,66
Germany,66
England,63
France,66
China PR,61
Germany,62
Romania,70
India,64
Norway,68
Germany,75
Italy,69
Spain,66
Netherlands,72
Poland,63
Spain,66
Austria,60
England,63
Germany,70
Czechia,75
England,66
Cuba,66
Republic of Ireland,58
Argentina,63
Sweden,64
Japan,70
Argentina,72
United States,65
China PR,67
Australia,63
Colombia,66
China PR,51
Argentina,67
Croatia,72
Germany,62
China PR,62
Wales,59
England,58
England,64
Greece,66
Estonia,73
Brazil,74
Korea Republic,49
Morocco,68
Argentina,67
Brazil,69
Germany,65
Uruguay,75
France,69
Norway,62
Slovenia,67
United States,65
England,67
Czechia,72
Argentina,63
Argentina,68
England,63
Romania,63
Portugal,66
Albania,72
Italy,64
France,72
England,64
Peru,69
Germany,61
Costa Rica,71
Saudi Arabia,63
Poland,67
Brazil,70
Poland,66
Cyprus,70
Chile,64
Hungary,78
Sweden,71
Poland,63
Israel,73
Andorra,67
Korea Republic,57
Uruguay,69
England,66
Scotland,60
India,58
England,63
Switzerland,57
England,62
Netherlands,67
Denmark,65
Sweden,74
Mexico,61
France,70
Switzerland,65
United Arab Emirates,70
France,72
Germany,66
Sweden,61
Uruguay,71
Colombia,66
France,71
Switzerland,61
India,58
Brazil,65
Netherlands,73
Colombia,72
Germany,67
England,67
Azerbaijan,70
Sweden,65
Korea Republic,65
England,69
Brazil,69
Republic of Ireland,65
Germany,66
Brazil,77
Iceland,68
Brazil,66
England,58
Croatia,71
Bolivia,66
Mexico,72
Croatia,67
Wales,68
Romania,68
Italy,74
Croatia,75
France,67
England,56
Czechia,74
England,63
Austria,61
Slovakia,69
Belgium,75
Slovakia,65
Korea Republic,50
Portugal,64
Romania,68
Poland,72
Netherlands,68
Spain,65
United States,63
Romania,62
United States,71
China PR,55
Brazil,71
Norway,64
England,66
Northern Ireland,65
France,68
England,60
United States,65
Uruguay,73
Iran,68
Sweden,61
England,59
Sweden,64
Korea Republic,69
North Macedonia,65
England,62
Uruguay,68
Slovakia,67
Hungary,66
Belgium,64
Germany,71
Ukraine,70
Serbia,74
Wales,60
Brazil,64
France,66
Sweden,66
Argentina,68
Côte d'Ivoire,76
Italy,70
Denmark,66
Portugal,71
Republic of Ireland,67
Austria,64
Poland,66
Argentina,68
New Zealand,60
Spain,71
Belgium,68
Argentina,63
Austria,66
Argentina,73
Brazil,68
United States,67
Austria,71
Belgium,67
Austria,71
China PR,57
Poland,65
Italy,67
Spain,61
United States,62
United States,68
Italy,68
Poland,68
United States,62
Netherlands,65
Belgium,73
England,53
Croatia,69
England,68
Hungary,67
Italy,66
France,74
England,69
Guinea,63
Austria,62
Brazil,64
Argentina,63
France,65
Bosnia and Herzegovina,70
Austria,62
Poland,70
Switzerland,72
France,68
Qatar,65
Germany,68
Ukraine,67
Ukraine,69
France,70
Italy,68
Wales,58
Netherlands,68
Indonesia,72
Finland,65
Scotland,63
England,65
England,62
Spain,75
Spain,66
Bolivia,65
China PR,47
Poland,62
Japan,72
Poland,69
Scotland,59
Moldova,65
England,66
England,62
Ukraine,61
Germany,74
Switzerland,72
Korea Republic,74
England,60
Portugal,70
Germany,69
England,66
Norway,56
England,61
United States,59
Saudi Arabia,56
Portugal,67
Australia,60
Peru,69
Romania,56
Wales,64
Netherlands,68
Brazil,73
Romania,66
Germany,63
Belgium,62
England,60
Poland,64
Denmark,64
England,62
Netherlands,71
Colombia,67
Austria,65
Türkiye,70
Bolivia,64
Northern Ireland,69
Australia,66
Türkiye,71
Georgia,70
Spain,66
Sweden,66
Sweden,66
Morocco,63
Poland,66
China PR,51
France,61
Australia,60
Russia,70
England,67
Germany,69
France,68
Argentina,69
Republic of Ireland,58
Romania,60
England,64
Qatar,70
Spain,63
Poland,68
Austria,72
Romania,67
India,66
Korea Republic,53
Australia,61
Netherlands,61
Argentina,74
Spain,69
United States,62
England,62
Croatia,72
Korea Republic,69
France,65
Germany,62
Norway,63
Germany,67
Bosnia and Herzegovina,63
Italy,60
Brazil,73
Italy,65
France,63
Sweden,63
Mexico,72
Brazil,70
Cyprus,66
Saudi Arabia,60
Germany,71
England,65
Germany,66
Türkiye,59
Italy,66
Republic of Ireland,58
Romania,67
Denmark,61
Germany,68
Austria,64
Italy,66
Finland,69
Norway,62
Uruguay,63
Germany,72
France,65
Poland,65
Peru,72
Argentina,61
Scotland,64
India,54
Albania,69
Croatia,61
Romania,62
Denmark,69
India,52
Denmark,59
Poland,65
England,63
Denmark,66
Austria,71
Mauritania,69
Argentina,68
Saudi Arabia,52
Australia,65
Croatia,69
Netherlands,66
Scotland,61
Germany,68
United States,72
Serbia,68
Germany,64
Germany,70
Poland,64
Poland,73
Germany,72
Korea Republic,58
Mexico,79
Venezuela,70
Italy,65
Uruguay,67
Brazil,71
Spain,70
Sweden,60
England,58
China PR,55
Argentina,72
Bolivia,72
Türkiye,62
England,59
Jamaica,65
Portugal,69
Romania,61
Netherlands,63
Republic of Ireland,57
Germany,67
China PR,62
Türkiye,73
Venezuela,69
Brazil,71
Cameroon,66
France,63
Germany,66
Austria,65
Germany,67
Lithuania,68
Romania,63
Argentina,64
Germany,69
Germany,65
Switzerland,69
Türkiye,72
Germany,69
Venezuela,72
Argentina,66
Senegal,65
Netherlands,66
Spain,63
Brazil,71
Greece,74
Poland,72
Italy,59
Canada,64
Canada,62
United States,63
Poland,71
Norway,70
Portugal,76
Romania,57
Germany,67
Portugal,68
England,63
France,60
Argentina,70
France,73
Spain,70
Belgium,64
Greece,68
Romania,64
Poland,59
Korea Republic,68
Netherlands,57
England,68
Saudi Arabia,54
Germany,66
Hungary,60
Russia,63
Sweden,65
Peru,67
Colombia,72
Netherlands,74
Norway,58
Italy,63
England,67
Scotland,58
Italy,67
France,67
Italy,69
Venezuela,66
Ecuador,70
Germany,66
Austria,57
Slovakia,78
Argentina,70
Portugal,63
Peru,68
Slovenia,65
Denmark,59
Saudi Arabia,65
Senegal,63
Luxembourg,67
Italy,65
Nigeria,60
Slovenia,67
Montenegro,68
Spain,65
Austria,63
Bosnia and Herzegovina,64
Argentina,63
Germany,68
Belgium,56
Austria,60
Canada,67
Australia,68
Korea Republic,68
Slovakia,63
Spain,63
Saudi Arabia,60
Brazil,64
Germany,64
Portugal,67
Croatia,69
Northern Ireland,59
Italy,61
Germany,66
Poland,69
Republic of Ireland,55
England,57
Netherlands,66
Spain,63
Finland,63
Panama,70
Hungary,64
England,67
Uruguay,61
Belgium,63
France,60
France,66
Germany,71
Italy,61
India,59
Curacao,60
Venezuela,64
Germany,69
Portugal,64
Estonia,62
Argentina,64
Poland,63
Ukraine,54
Netherlands,64
Venezuela,66
France,62
Netherlands,64
Netherlands,66
Spain,60
Argentina,71
Türkiye,66
Austria,58
United States,69
Sweden,64
Austria,68
Saudi Arabia,58
Spain,58
Belgium,61
Peru,63
Costa Rica,69
Uruguay,74
Belgium,57
Bolivia,62
England,64
Canada,65
Argentina,69
Spain,63
Canada,73
Montenegro,71
Germany,70
Germany,57
Denmark,65
Slovakia,67
Russia,61
Argentina,60
Belgium,68
Brazil,71
France,66
Korea Republic,57
Spain,69
Italy,64
Mali,65
Italy,63
England,66
Argentina,61
Argentina,64
New Zealand,60
France,65
China PR,56
Germany,68
England,58
New Zealand,60
France,59
Belgium,73
Netherlands,55
Netherlands,65
Paraguay,71
Israel,61
Argentina,66
Italy,62
Serbia,68
Saudi Arabia,60
Peru,69
Germany,67
Equatorial Guinea,67
Italy,56
Netherlands,61
Poland,62
Slovenia,64
England,59
Mexico,68
Türkiye,53
Mali,57
Argentina,65
France,60
Czechia,73
Poland,52
Norway,62
Austria,67
China PR,52
Spain,64
Italy,60
Venezuela,68
United States,69
France,59
Netherlands,59
Uruguay,62
United States,61
Saudi Arabia,59
Argentina,69
Türkiye,68
France,66
United Arab Emirates,60
Austria,65
Türkiye,65
United States,68
Portugal,64
Ghana,61
India,58
Croatia,65
Brazil,68
Spain,63
Romania,56
Germany,65
Romania,68
Germany,68
Brazil,68
Croatia,62
Uruguay,61
England,59
Poland,62
Bulgaria,69
Argentina,63
France,59
Argentina,66
Australia,58
Australia,62
Belgium,72
Ecuador,63
Argentina,63
Romania,65
Romania,71
Brazil,62
Romania,66
Italy,57
Germany,69
Argentina,61
United States,64
Poland,64
Spain,61
Uruguay,65
Germany,67
Brazil,64
Serbia,66
Germany,67
Poland,67
Iceland,60
Germany,67
Romania,69
Spain,65
Croatia,67
Italy,57
Guatemala,64
Poland,63
United States,64
El Salvador,60
Greece,65
United States,55
Spain,61
Belgium,55
Italy,66
Argentina,59
United States,58
Romania,61
Hungary,65
Paraguay,60
Spain,63
Spain,58
Argentina,60
Norway,61
Argentina,66
Australia,62
Hungary,62
England,65
Italy,61
Switzerland,56
Slovakia,60
Austria,61
Norway,60
Sweden,62
Brazil,68
Denmark,64
China PR,60
Belgium,65
Sweden,62
France,65
England,62
Sweden,63
Spain,64
Germany,57
Spain,69
United States,63
Austria,62
Peru,61
Portugal,69
Sweden,63
Greece,62
China PR,56
Poland,54
Uruguay,67
Bosnia and Herzegovina,63
Romania,60
Switzerland,55
France,58
Ukraine,64
Korea Republic,63
Netherlands,68
France,63
Chile,61
England,60
Italy,57
India,67
Czechia,64
United States,63
Italy,63
Norway,62
Germany,58
Spain,64
Türkiye,66
Qatar,64
Poland,60
China PR,63
Ukraine,60
Saudi Arabia,60
Belgium,61
France,58
Poland,61
England,60
Türkiye,64
United States,67
France,62
Italy,64
Japan,55
India,65
India,65
Netherlands,60
Spain,63
Sweden,62
Netherlands,64
Argentina,62
Ghana,63
Spain,62
Germany,61
Poland,53
Poland,64
England,58
Denmark,64
Bolivia,66
Bulgaria,59
Austria,66
Spain,60
Côte d'Ivoire,68
Switzerland,65
Spain,58
Romania,52
Mali,64
Italy,59
United States,54
Poland,65
Italy,62
Netherlands,64
Paraguay,63
England,59
Chile,64
Peru,57
Germany,63
England,58
Spain,62
Canada,64
Germany,61
Germany,66
Saudi Arabia,56
Argentina,63
Austria,56
England,64
France,65
Saudi Arabia,56
Canada,60
England,57
Romania,62
Poland,68
Czechia,69
Portugal,63
England,57
England,55
Venezuela,62
Lithuania,64
Sweden,61
France,60
Italy,61
Korea Republic,63
England,54
England,65
Norway,56
Italy,68
Netherlands,59
Germany,63
Republic of Ireland,56
Türkiye,64
Germany,63
Türkiye,67
Sweden,65
Poland,59
Poland,52
Azerbaijan,61
Italy,68
Senegal,65
Australia,63
Germany,58
Germany,59
Germany,56
Poland,51
Argentina,59
Poland,62
Slovenia,62
Portugal,64
Saudi Arabia,55
Türkiye,62
Saudi Arabia,57
Austria,61
Uruguay,65
Korea Republic,52
Ukraine,66
Germany,62
Germany,59
Sweden,59
Mexico,62
Germany,53
Norway,60
Belgium,65
Belgium,60
Cameroon,57
Spain,58
Argentina,60
Germany,58
England,63
Denmark,56
Argentina,66
Portugal,59
Chile,65
Germany,60
Spain,63
Australia,65
United States,61
Saudi Arabia,59
United States,59
Australia,59
Germany,60
Australia,60
Albania,62
Scotland,57
Korea Republic,61
Colombia,66
Türkiye,70
India,58
Poland,62
Norway,56
Poland,54
Italy,62
England,54
China PR,55
Australia,56
Türkiye,65
England,53
Italy,66
England,60
Italy,59
France,67
China PR,64
Türkiye,62
Germany,57
Argentina,61
Canada,52
Germany,68
Australia,57
Germany,61
Argentina,62
Republic of Ireland,60
Canada,63
Germany,60
Netherlands,59
India,55
United States,61
Germany,64
Venezuela,54
Chile,55
India,59
Türkiye,64
Austria,63
Austria,64
France,61
Italy,56
Germany,60
Germany,61
Netherlands,60
Austria,56
Switzerland,55
India,56
Saudi Arabia,54
Saudi Arabia,55
Chile,59
Argentina,62
Italy,59
Denmark,60
Serbia,63
France,59
Sweden,61
Argentina,58
Georgia,54
Netherlands,56
Italy,63
Netherlands,56
Spain,64
Belgium,63
Brazil,62
Czechia,65
United States,53
Wales,60
United States,59
England,61
Netherlands,57
Paraguay,58
Saudi Arabia,59
Poland,54
Germany,58
Poland,55
Belgium,61
United States,60
China PR,52
Spain,60
Kosovo,54
England,58
